TDB_00009000,2024-09-22 12:54:01,TDB_CUST_6561112,NFLX,SELL,115,1462.79
TDB_00009001,2024-09-22 12:16:57,TDB_CUST_4718640,MSFT,BUY,664,1197.83
TDB_00009002,2024-09-23 20:59:46,TDB_CUST_6931950,AAPL,BUY,779,1438.5
TDB_00009003,2024-09-24 08:43:28,TDB_CUST_9848727,FB,SELL,658,1010.79
TDB_00009004,2024-09-21 02:37:38,TDB_CUST_1907791,NVDA,BUY,97,481.13
TDB_00009005,2024-09-18 19:12:45,TDB_CUST_9027167,GOOGL,BUY,402,87.06
TDB_00009006,2024-09-19 20:42:47,TDB_CUST_2357991,NFLX,SELL,693,909.38
TDB_00009007,2024-09-20 06:00:19,TDB_CUST_2496284,GOOGL,SELL,279,1469.05
TDB_00009008,2024-09-22 03:14:59,TDB_CUST_4504138,V,BUY,562,1463.22
TDB_00009009,2024-09-19 17:40:16,TDB_CUST_2305636,NVDA,BUY,274,702.78
TDB_00009010,2024-09-18 20:07:07,TDB_CUST_9003357,MSFT,SELL,995,143.88
TDB_00009011,2024-09-25 07:53:45,TDB_CUST_4894152,AAPL,SELL,965,1024.85
TDB_00009012,2024-09-24 14:28:14,TDB_CUST_4294163,NFLX,SELL,123,393.1
TDB_00009013,2024-09-19 02:37:12,TDB_CUST_1775131,NFLX,BUY,508,1407.04
TDB_00009014,2024-09-22 14:25:52,TDB_CUST_2520111,AMZN,BUY,548,768.4
TDB_00009015,2024-09-20 19:05:20,TDB_CUST_4523195,FB,SELL,310,187.04
TDB_00009016,2024-09-22 04:06:09,TDB_CUST_1925900,AMZN,SELL,712,310.45
TDB_00009017,2024-09-20 04:44:25,TDB_CUST_2497676,AAPL,SELL,98,1182.03
TDB_00009018,2024-09-25 11:01:07,TDB_CUST_1476954,AAPL,SELL,923,1054.18
TDB_00009019,2024-09-22 11:32:12,TDB_CUST_7641854,AAPL,SELL,652,296.6
TDB_00009020,2024-09-18 19:16:22,TDB_CUST_4768652,MSFT,SELL,878,1070.05
TDB_00009021,2024-09-24 15:27:22,TDB_CUST_3213629,TSLA,SELL,645,1310.1
TDB_00009022,2024-09-23 11:38:08,TDB_CUST_3380741,AMZN,BUY,811,1355.34
TDB_00009023,2024-09-24 07:38:31,TDB_CUST_5084548,V,BUY,400,440.95
TDB_00009024,2024-09-20 06:57:42,TDB_CUST_6432608,NVDA,SELL,297,563.02
TDB_00009025,2024-09-25 17:11:57,TDB_CUST_4785932,FB,SELL,518,101.48
TDB_00009026,2024-09-20 13:37:10,TDB_CUST_3312396,TSLA,BUY,183,847.59
TDB_00009027,2024-09-25 04:26:52,TDB_CUST_3521450,FB,SELL,920,131.65
TDB_00009028,2024-09-24 22:07:39,TDB_CUST_5288672,FB,BUY,77,513.72
TDB_00009029,2024-09-19 03:08:52,TDB_CUST_3210726,JPM,BUY,229,1105.68
TDB_00009030,2024-09-20 16:41:09,TDB_CUST_1171908,TSLA,SELL,74,630.14
TDB_00009031,2024-09-20 15:32:31,TDB_CUST_2494743,JPM,BUY,177,321.91
TDB_00009032,2024-09-24 06:25:31,TDB_CUST_6665327,GOOGL,SELL,212,989.94
