TDB_00001000,2024-09-21 19:53:49,TDB_CUST_6635059,NFLX,SELL,137,446.74
TDB_00001001,2024-09-25 02:16:59,TDB_CUST_6905349,AAPL,SELL,665,1014.26
TDB_00001002,2024-09-20 14:29:57,TDB_CUST_9580313,TSLA,SELL,563,656.99
TDB_00001003,2024-09-19 14:42:12,TDB_CUST_3538962,GOOGL,BUY,125,42.3
TDB_00001004,2024-09-25 17:24:57,TDB_CUST_4656226,AAPL,BUY,376,93.65
TDB_00001005,2024-09-23 16:47:07,TDB_CUST_6088491,TSLA,BUY,878,1398.42
TDB_00001006,2024-09-20 21:43:49,TDB_CUST_5921119,NVDA,BUY,483,1327.47
TDB_00001007,2024-09-24 10:51:26,TDB_CUST_2946101,MSFT,SELL,751,135.19
TDB_00001008,2024-09-23 04:10:23,TDB_CUST_6773417,MSFT,SELL,108,513.7
TDB_00001009,2024-09-21 05:27:31,TDB_CUST_6348592,FB,BUY,796,888.06
TDB_00001010,2024-09-23 12:08:14,TDB_CUST_5522537,AAPL,SELL,791,1135.19
TDB_00001011,2024-09-25 10:51:29,TDB_CUST_5473509,AAPL,BUY,859,154.11
TDB_00001012,2024-09-22 10:29:22,TDB_CUST_4190252,TSLA,BUY,459,618.18
TDB_00001013,2024-09-23 12:09:48,TDB_CUST_4688570,NFLX,BUY,444,1461.61
TDB_00001014,2024-09-19 00:04:33,TDB_CUST_4292389,NVDA,BUY,957,366.0
TDB_00001015,2024-09-25 10:53:23,TDB_CUST_9023846,FB,BUY,442,102.4
TDB_00001016,2024-09-24 20:56:12,TDB_CUST_1134734,FB,BUY,236,822.69
TDB_00001017,2024-09-19 08:53:40,TDB_CUST_5003880,AMZN,SELL,659,257.96
TDB_00001018,2024-09-23 01:50:07,TDB_CUST_6848277,GOOGL,BUY,316,1432.43
TDB_00001019,2024-09-24 13:50:14,TDB_CUST_5329954,AAPL,BUY,840,702.61
TDB_00001020,2024-09-24 11:27:32,TDB_CUST_9003754,V,BUY,521,657.85
TDB_00001021,2024-09-22 18:02:58,TDB_CUST_5796286,V,SELL,621,1212.6
TDB_00001022,2024-09-23 02:34:59,TDB_CUST_3205789,NFLX,BUY,89,1323.93
TDB_00001023,2024-09-23 06:54:32,TDB_CUST_1159770,NFLX,SELL,854,1127.51
