TDB_00008000,2024-09-21 16:25:28,TDB_CUST_1616395,MSFT,BUY,666,198.85
TDB_00008001,2024-09-25 00:35:27,TDB_CUST_8836389,TSLA,SELL,544,1302.06
TDB_00008002,2024-09-21 00:55:54,TDB_CUST_6043202,MSFT,BUY,292,467.2
TDB_00008003,2024-09-24 11:22:59,TDB_CUST_2016720,V,SELL,175,1220.59
TDB_00008004,2024-09-20 21:54:45,TDB_CUST_9899300,GOOGL,BUY,5,1305.58
TDB_00008005,2024-09-24 09:58:36,TDB_CUST_1404844,AAPL,SELL,907,424.56
TDB_00008006,2024-09-23 00:51:29,TDB_CUST_4788967,AMZN,SELL,401,478.94
TDB_00008007,2024-09-22 04:27:35,TDB_CUST_9074201,JPM,BUY,407,982.59
TDB_00008008,2024-09-24 14:51:50,TDB_CUST_9748268,NFLX,SELL,388,1225.09
TDB_00008009,2024-09-25 00:50:45,TDB_CUST_3811018,NVDA,SELL,797,650.64
TDB_00008010,2024-09-21 08:35:35,TDB_CUST_8645317,NFLX,SELL,391,817.18
TDB_00008011,2024-09-24 01:42:28,TDB_CUST_9222624,AAPL,SELL,589,813.96
TDB_00008012,2024-09-18 21:59:44,TDB_CUST_8008185,MSFT,SELL,22,1109.47
TDB_00008013,2024-09-24 04:00:30,TDB_CUST_7995264,JPM,SELL,828,1010.61
TDB_00008014,2024-09-25 01:41:17,TDB_CUST_8366441,JPM,SELL,554,601.48
TDB_00008015,2024-09-19 17:01:45,TDB_CUST_5264024,MSFT,BUY,268,1398.9
TDB_00008016,2024-09-23 09:20:13,TDB_CUST_7941777,JPM,BUY,599,466.28
TDB_00008017,2024-09-24 01:01:01,TDB_CUST_1113797,NVDA,SELL,718,666.6
TDB_00008018,2024-09-20 11:45:54,TDB_CUST_8851366,TSLA,SELL,355,85.9
TDB_00008019,2024-09-22 23:34:37,TDB_CUST_9690955,V,BUY,941,390.01
TDB_00008020,2024-09-22 06:35:51,TDB_CUST_1291147,FB,BUY,931,66.28
TDB_00008021,2024-09-21 07:29:34,TDB_CUST_6135713,JPM,SELL,639,813.9
TDB_00008022,2024-09-21 04:51:31,TDB_CUST_4770691,JPM,BUY,155,973.67
TDB_00008023,2024-09-21 07:44:26,TDB_CUST_1068934,NVDA,SELL,649,671.62
TDB_00008024,2024-09-23 07:41:30,TDB_CUST_1198528,NFLX,BUY,300,651.67
TDB_00008025,2024-09-24 06:39:30,TDB_CUST_4631290,FB,BUY,187,165.44
TDB_00008026,2024-09-22 17:21:01,TDB_CUST_2192723,V,SELL,264,217.28
TDB_00008027,2024-09-20 07:55:37,TDB_CUST_6325974,MSFT,BUY,110,1257.55
TDB_00008028,2024-09-24 18:36:41,TDB_CUST_7962526,JPM,SELL,463,1174.64
TDB_00008029,2024-09-23 04:37:04,TDB_CUST_3868616,TSLA,BUY,594,1352.56
TDB_00008030,2024-09-20 00:32:05,TDB_CUST_9404541,FB,BUY,765,797.02
TDB_00008031,2024-09-24 09:09:16,TDB_CUST_2196692,JPM,BUY,475,1313.34
TDB_00008032,2024-09-22 06:05:03,TDB_CUST_5070027,JPM,SELL,342,609.6
TDB_00008033,2024-09-19 23:57:26,TDB_CUST_8614654,NVDA,SELL,447,594.09
TDB_00008034,2024-09-20 23:44:39,TDB_CUST_3128745,NVDA,SELL,34,191.25
TDB_00008035,2024-09-23 11:44:56,TDB_CUST_9956060,NVDA,BUY,379,632.5
TDB_00008036,2024-09-19 18:37:30,TDB_CUST_4614258,NFLX,SELL,245,1167.12
TDB_00008037,2024-09-22 07:24:06,TDB_CUST_7423395,GOOGL,SELL,112,814.12
TDB_00008038,2024-09-23 20:37:44,TDB_CUST_8714152,AAPL,BUY,359,1275.33
TDB_00008039,2024-09-20 13:09:52,TDB_CUST_9689652,AMZN,BUY,419,670.7
TDB_00008040,2024-09-22 12:07:24,TDB_CUST_8199531,FB,BUY,716,899.27
TDB_00008041,2024-09-25 12:30:12,TDB_CUST_9164872,V,BUY,411,189.32
TDB_00008042,2024-09-25 09:03:50,TDB_CUST_4386517,AAPL,SELL,363,1102.89
TDB_00008043,2024-09-21 23:35:26,TDB_CUST_9486437,JPM,BUY,273,187.83
TDB_00008044,2024-09-20 11:19:31,TDB_CUST_4706292,AAPL,SELL,833,1078.07
TDB_00008045,2024-09-19 21:44:24,TDB_CUST_1605373,V,SELL,746,1482.57
TDB_00008046,2024-09-25 10:19:37,TDB_CUST_9089330,AMZN,BUY,541,444.46
TDB_00008047,2024-09-19 18:19:02,TDB_CUST_5716498,JPM,SELL,156,301.16
TDB_00008048,2024-09-24 02:42:41,TDB_CUST_8092051,V,BUY,71,735.41
TDB_00008049,2024-09-22 21:26:49,TDB_CUST_3494806,AAPL,BUY,999,1443.42
TDB_00008050,2024-09-20 20:47:16,TDB_CUST_6316652,NFLX,SELL,683,1343.87
TDB_00008051,2024-09-18 20:16:48,TDB_CUST_7559703,AAPL,SELL,398,871.87
TDB_00008052,2024-09-21 09:35:38,TDB_CUST_6275620,V,SELL,270,1217.85
TDB_00008053,2024-09-21 17:52:44,TDB_CUST_9576430,AAPL,BUY,208,669.05
TDB_00008054,2024-09-24 13:40:44,TDB_CUST_3818608,GOOGL,BUY,948,1163.45
TDB_00008055,2024-09-21 05:39:10,TDB_CUST_5328426,AMZN,SELL,775,664.07
TDB_00008056,2024-09-24 00:16:25,TDB_CUST_8450794,JPM,BUY,826,376.61
TDB_00008057,2024-09-22 17:31:32,TDB_CUST_7134101,TSLA,SELL,955,585.89
TDB_00008058,2024-09-21 08:59:00,TDB_CUST_9290598,JPM,SELL,381,356.35
TDB_00008059,2024-09-19 17:04:13,TDB_CUST_3422663,GOOGL,SELL,110,149.11
TDB_00008060,2024-09-18 18:21:51,TDB_CUST_3035160,MSFT,BUY,760,39.29
TDB_00008061,2024-09-21 12:58:20,TDB_CUST_2945088,JPM,BUY,283,308.75
TDB_00008062,2024-09-25 01:44:32,TDB_CUST_7800063,V,SELL,394,365.47
TDB_00008063,2024-09-24 22:34:50,TDB_CUST_9737512,FB,BUY,631,998.27
TDB_00008064,2024-09-19 20:20:38,TDB_CUST_1941471,NFLX,SELL,430,1086.81
TDB_00008065,2024-09-23 11:52:22,TDB_CUST_5150230,AAPL,BUY,699,149.19
TDB_00008066,2024-09-22 22:41:20,TDB_CUST_5901705,AMZN,BUY,713,947.68
TDB_00008067,2024-09-20 04:04:22,TDB_CUST_9505385,V,BUY,487,418.84
TDB_00008068,2024-09-20 18:32:20,TDB_CUST_7647704,AMZN,SELL,658,292.06
TDB_00008069,2024-09-20 18:35:18,TDB_CUST_4924854,MSFT,BUY,486,1224.52
TDB_00008070,2024-09-22 18:46:18,TDB_CUST_1899991,AAPL,BUY,901,151.87
TDB_00008071,2024-09-21 22:27:06,TDB_CUST_5861895,NFLX,SELL,253,298.6
TDB_00008072,2024-09-19 22:55:04,TDB_CUST_6789852,TSLA,BUY,745,1348.24
TDB_00008073,2024-09-19 23:09:48,TDB_CUST_5259895,V,SELL,730,231.42
TDB_00008074,2024-09-22 14:09:35,TDB_CUST_5120933,JPM,SELL,110,1159.17
TDB_00008075,2024-09-23 14:22:16,TDB_CUST_3108172,NVDA,SELL,420,697.03
TDB_00008076,2024-09-24 13:04:51,TDB_CUST_7794438,NFLX,SELL,507,251.62
TDB_00008077,2024-09-21 15:49:36,TDB_CUST_2225037,AMZN,SELL,473,811.96
TDB_00008078,2024-09-22 08:41:55,TDB_CUST_2894166,NFLX,SELL,853,575.6
TDB_00008079,2024-09-24 12:36:49,TDB_CUST_8844055,JPM,BUY,531,1253.96
TDB_00008080,2024-09-24 13:00:31,TDB_CUST_4354530,MSFT,SELL,86,922.75
TDB_00008081,2024-09-23 14:59:29,TDB_CUST_6570923,NVDA,SELL,277,1226.03
TDB_00008082,2024-09-25 06:59:36,TDB_CUST_1300632,FB,BUY,19,64.43
TDB_00008083,2024-09-21 22:13:09,TDB_CUST_8515371,AMZN,BUY,11,813.25
TDB_00008084,2024-09-20 20:17:43,TDB_CUST_2719030,MSFT,SELL,820,829.32
TDB_00008085,2024-09-21 19:55:09,TDB_CUST_4940250,JPM,BUY,454,220.45
TDB_00008086,2024-09-18 21:07:35,TDB_CUST_7712735,JPM,BUY,481,350.68
TDB_00008087,2024-09-20 08:10:42,TDB_CUST_1840211,NFLX,SELL,386,1386.81
TDB_00008088,2024-09-22 07:15:48,TDB_CUST_4201638,FB,BUY,788,207.13
TDB_00008089,2024-09-24 04:03:44,TDB_CUST_3549822,V,SELL,487,417.78
TDB_00008090,2024-09-20 13:40:11,TDB_CUST_1982072,NVDA,SELL,217,170.81
TDB_00008091,2024-09-21 09:46:43,TDB_CUST_8270061,NVDA,SELL,480,125.35
TDB_00008092,2024-09-19 11:09:43,TDB_CUST_5477280,NVDA,BUY,557,890.42
TDB_00008093,2024-09-25 08:00:44,TDB_CUST_5074050,MSFT,SELL,439,890.73
TDB_00008094,2024-09-25 07:57:17,TDB_CUST_5145183,JPM,SELL,178,21.95
TDB_00008095,2024-09-20 23:14:57,TDB_CUST_4918459,AMZN,BUY,945,1484.17
TDB_00008096,2024-09-19 08:15:50,TDB_CUST_5196977,AMZN,SELL,47,924.4
TDB_00008097,2024-09-21 02:09:48,TDB_CUST_5036329,JPM,BUY,726,677.38
TDB_00008098,2024-09-22 13:56:39,TDB_CUST_7612737,V,BUY,587,872.33
TDB_00008099,2024-09-23 09:47:14,TDB_CUST_1160129,AMZN,BUY,226,1301.28
TDB_00008100,2024-09-18 20:35:40,TDB_CUST_3650900,AAPL,SELL,310,841.56
TDB_00008101,2024-09-24 12:20:29,TDB_CUST_1799210,FB,SELL,451,697.4
TDB_00008102,2024-09-24 19:07:08,TDB_CUST_5202237,FB,BUY,450,1392.38
TDB_00008103,2024-09-19 16:07:42,TDB_CUST_7302258,GOOGL,BUY,967,71.81
TDB_00008104,2024-09-20 13:31:41,TDB_CUST_8081467,AMZN,BUY,996,223.81
TDB_00008105,2024-09-19 11:49:59,TDB_CUST_4308894,JPM,SELL,764,347.19
TDB_00008106,2024-09-23 13:13:32,TDB_CUST_2625971,AMZN,SELL,341,832.34
TDB_00008107,2024-09-19 07:58:59,TDB_CUST_3744491,AMZN,SELL,51,1332.24
TDB_00008108,2024-09-20 19:29:29,TDB_CUST_6211021,AMZN,BUY,613,989.67
TDB_00008109,2024-09-21 17:33:53,TDB_CUST_8073795,AAPL,BUY,776,348.6
TDB_00008110,2024-09-24 19:04:59,TDB_CUST_7998504,AMZN,BUY,484,48.41
TDB_00008111,2024-09-24 14:58:29,TDB_CUST_4202845,AMZN,BUY,439,236.19
TDB_00008112,2024-09-20 11:57:24,TDB_CUST_5539665,NVDA,BUY,681,792.57
TDB_00008113,2024-09-19 09:33:45,TDB_CUST_2373633,MSFT,SELL,852,457.61
TDB_00008114,2024-09-23 22:49:47,TDB_CUST_2525637,MSFT,SELL,692,1212.9
TDB_00008115,2024-09-20 10:49:10,TDB_CUST_2032346,V,BUY,913,1226.81
TDB_00008116,2024-09-18 18:53:15,TDB_CUST_4078003,AAPL,SELL,181,757.77
TDB_00008117,2024-09-19 07:36:48,TDB_CUST_7734239,MSFT,BUY,74,311.93
TDB_00008118,2024-09-22 09:38:29,TDB_CUST_7503848,NFLX,SELL,619,465.29
TDB_00008119,2024-09-22 04:19:15,TDB_CUST_4122018,TSLA,SELL,903,719.73
TDB_00008120,2024-09-24 06:51:52,TDB_CUST_9754292,MSFT,SELL,800,721.16
TDB_00008121,2024-09-19 12:37:40,TDB_CUST_2243701,AAPL,BUY,938,240.67
TDB_00008122,2024-09-22 11:24:56,TDB_CUST_6321749,TSLA,BUY,331,63.59
TDB_00008123,2024-09-24 02:58:10,TDB_CUST_1226940,JPM,SELL,809,1413.97
